Customer ID,State,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD)
BM15160,California,Rural,1,Married,High School or Below,Employed,"$44,624.00 "
DQ28641,Nevada,Suburban,0,Married,High School or Below,Medical Leave,"$14,315.00 "
XZ81226,Arizona,Suburban,1,Married,Bachelor,Employed,"$43,478.00 "
LT77960,Arizona,Suburban,1,Married,College,Employed,"$28,559.00 "
FY62633,Oregon,Suburban,0,Single,Bachelor,Unemployed,NILL
QN30162,Oregon,Suburban,1,Divorced,Bachelor,Disabled,"$11,885.00 "
TV77808,Arizona,Suburban,0,Married,High School or Below,Employed,"$67,132.00 "
QD28391,Washington,Rural,0,Married,College,Employed,"$84,302.00 "
RQ78687,Oregon,Rural,0,Divorced,College,Employed,"$89,410.00 "
MO27230,Oregon,Suburban,1,Married,College,Employed,"$47,829.00 "
CM94209,Oregon,Urban,1,Married,High School or Below,Employed,"$92,147.00 "
TV53243,Arizona,Urban,1,Married,College,Employed,"$49,625.00 "
AG32304,Nevada,Rural,1,Married,College,Employed,"$39,133.00 "
YQ44187,Oregon,Rural,1,Single,Bachelor,Employed,"$26,746.00 "
ET89070,California,Urban,1,Married,High School or Below,Employed,"$85,221.00 "
TP12436,Oregon,Suburban,1,Divorced,Master,Unemployed,NILL
ND80148,California,Urban,0,Married,College,Employed,"$37,399.00 "
LT80200,Oregon,Suburban,1,Single,High School or Below,Unemployed,NILL
QW44380,Washington,Suburban,0,Married,High School or Below,Employed,"$54,378.00 "
HX78576,California,Urban,1,Married,High School or Below,Employed,"$24,516.00 "
MD73554,California,Suburban,0,Married,College,Employed,"$59,537.00 "
ES16126,California,Suburban,0,Married,College,Employed,"$60,475.00 "
YG87460,Arizona,Urban,0,Married,College,Unemployed,NILL
FJ31683,Washington,Rural,1,Married,Doctor,Employed,"$43,793.00 "
SM42728,California,Suburban,0,Married,College,Employed,"$34,455.00 "
RI46607,California,Suburban,1,Single,Bachelor,Employed,"$48,567.00 "
FP31685,Oregon,Suburban,1,Single,Bachelor,Employed,"$24,887.00 "
CY47265,Oregon,Suburban,1,Married,High School or Below,Retired,"$10,312.00 "
CG92708,Nevada,Urban,1,Married,College,Employed,"$69,600.00 "
VW65351,Washington,Rural,1,Married,College,Employed,"$46,644.00 "
LX95134,California,Suburban,1,Married,College,Employed,"$84,814.00 "
HA99340,Oregon,Suburban,0,Married,High School or Below,Unemployed,NILL
CP32818,Oregon,Rural,0,Single,Bachelor,Employed,"$64,270.00 "
DQ98402,Nevada,Suburban,1,Married,High School or Below,Employed,"$82,477.00 "
XI51746,Oregon,Urban,1,Married,Bachelor,Employed,"$28,463.00 "
EU38033,Nevada,Suburban,0,Divorced,High School or Below,Employed,"$39,188.00 "
CW92156,Washington,Urban,1,Single,College,Employed,"$37,435.00 "
XH46220,California,Rural,1,Married,College,Employed,"$41,479.00 "
WC65050,California,Suburban,1,Divorced,Master,Employed,"$62,537.00 "
TQ37204,Oregon,Urban,1,Married,High School or Below,Employed,"$59,107.00 "
XV30885,California,Urban,0,Divorced,College,Employed,"$95,550.00 "
GU41198,California,Suburban,1,Divorced,Bachelor,Employed,"$62,421.00 "
ZY60545,California,Rural,1,Married,College,Employed,"$91,535.00 "
WR58220,Oregon,Suburban,0,Single,Bachelor,Unemployed,NILL
GX13549,California,Suburban,1,Single,High School or Below,Unemployed,NILL
RP33869,Washington,Suburban,1,Divorced,Bachelor,Employed,"$49,467.00 "
AM72411,Oregon,Suburban,0,Divorced,High School or Below,Medical Leave,"$23,253.00 "
SK97780,California,Urban,1,Married,Bachelor,Medical Leave,"$15,752.00 "
VI78454,Arizona,Suburban,0,Divorced,College,Employed,"$51,789.00 "
FG31425,Arizona,Suburban,1,Married,College,Employed,"$37,811.00 "
BD84823,Oregon,Suburban,0,Single,High School or Below,Employed,"$57,449.00 "
CJ64468,Oregon,Suburban,1,Single,College,Medical Leave,"$12,964.00 "
KM22467,California,Suburban,0,Married,Bachelor,Employed,"$55,898.00 "
IA42992,Arizona,Suburban,0,Married,High School or Below,Employed,"$36,881.00 "
SC40169,Oregon,Suburban,1,Married,College,Retired,"$14,030.00 "
ZO20633,Oregon,Suburban,1,Married,High School or Below,Employed,"$27,861.00 "
LN87823,California,Suburban,1,Single,High School or Below,Unemployed,NILL
TJ48439,Oregon,Suburban,1,Single,College,Unemployed,NILL
RP27249,Oregon,Urban,1,Married,Master,Employed,"$80,358.00 "
LK91880,California,Rural,1,Married,College,Employed,"$26,448.00 "
IC12985,Arizona,Suburban,0,Married,Bachelor,Employed,"$40,160.00 "
EZ71780,Arizona,Suburban,1,Divorced,High School or Below,Disabled,"$26,864.00 "
AJ89108,California,Suburban,1,Single,Bachelor,Employed,"$51,643.00 "
UM99946,Arizona,Urban,0,Divorced,College,Employed,"$68,980.00 "
DM77491,Oregon,Urban,0,Married,Bachelor,Unemployed,NILL
OY95739,Nevada,Suburban,0,Single,High School or Below,Medical Leave,"$17,101.00 "
KC50464,Arizona,Rural,1,Single,Master,Employed,"$34,990.00 "
YU21725,Washington,Suburban,1,Single,High School or Below,Unemployed,NILL
HP73832,California,Suburban,1,Married,College,Employed,"$20,217.00 "
JV12632,Washington,Urban,1,Married,Master,Unemployed,NILL
CB59349,California,Suburban,0,Married,Master,Employed,"$60,646.00 "
TS19868,California,Suburban,0,Married,College,Medical Leave,"$27,501.00 "
OY51402,Washington,Rural,1,Married,High School or Below,Employed,"$54,040.00 "
NE24371,Oregon,Suburban,1,Married,College,Medical Leave,"$15,300.00 "
LX24476,Oregon,Urban,1,Married,Bachelor,Unemployed,NILL
YC69616,Arizona,Suburban,1,Married,College,Retired,"$14,030.00 "
MM27192,Oregon,Urban,1,Married,Master,Retired,"$21,514.00 "
UG48681,Nevada,Urban,0,Married,Bachelor,Employed,"$71,391.00 "
MW46400,California,Suburban,1,Single,High School or Below,Unemployed,NILL
SA54664,Washington,Rural,0,Married,Master,Employed,"$73,196.00 "
QO62792,Oregon,Suburban,0,Single,College,Employed,"$58,414.00 "
VT16570,California,Rural,1,Divorced,College,Employed,"$30,324.00 "
LY19199,Oregon,Rural,0,Divorced,Bachelor,Employed,"$80,355.00 "
ON45263,California,Suburban,1,Divorced,Bachelor,Unemployed,NILL
MO65595,Nevada,Suburban,1,Married,Bachelor,Unemployed,NILL
YX84828,Oregon,Suburban,1,Married,Bachelor,Unemployed,NILL
IJ74908,Nevada,Rural,0,Divorced,Bachelor,Employed,"$20,705.00 "
BA51898,Arizona,Urban,0,Married,Bachelor,Employed,"$39,426.00 "
AU77281,Oregon,Urban,1,Married,College,Employed,"$63,860.00 "
OH15771,California,Suburban,0,Single,Bachelor,Unemployed,NILL
AG22225,Oregon,Suburban,0,Married,High School or Below,Unemployed,NILL
KN57002,Arizona,Suburban,0,Single,Bachelor,Unemployed,NILL
KT30737,California,Suburban,0,Single,College,Unemployed,NILL
AW17574,Nevada,Suburban,1,Divorced,Bachelor,Unemployed,NILL
FG15154,California,Suburban,0,Married,Bachelor,Employed,"$32,818.00 "
JN78502,Washington,Suburban,1,Married,High School or Below,Employed,"$25,370.00 "
IG80910,Oregon,Urban,1,Married,High School or Below,Employed,"$47,528.00 "
NC58480,Nevada,Urban,1,Married,Bachelor,Employed,"$73,769.00 "
EE99484,Washington,Rural,1,Single,High School or Below,Employed,"$43,860.00 "
XX37955,Nevada,Suburban,0,Married,College,Employed,"$67,627.00 "
ZD29731,California,Suburban,0,Married,College,Employed,"$29,070.00 "
RE36747,Nevada,Suburban,0,Married,High School or Below,Medical Leave,"$17,308.00 "
QA66968,California,Urban,1,Married,Bachelor,Employed,"$46,879.00 "
EG16813,Arizona,Rural,1,Divorced,College,Employed,"$75,963.00 "
ZC75052,California,Suburban,0,Married,Bachelor,Retired,"$23,665.00 "
JJ57298,Oregon,Suburban,0,Single,College,Unemployed,NILL
HM41195,Arizona,Suburban,0,Married,High School or Below,Medical Leave,"$22,906.00 "
EM29019,Arizona,Rural,1,Married,Bachelor,Employed,"$61,337.00 "
MC30750,Oregon,Suburban,1,Divorced,Master,Disabled,"$16,181.00 "
UM28580,Oregon,Urban,1,Married,High School or Below,Employed,"$58,577.00 "
DZ38951,Oregon,Suburban,0,Married,High School or Below,Medical Leave,"$19,831.00 "
EN27946,California,Suburban,0,Married,High School or Below,Employed,"$40,211.00 "
OX72195,Arizona,Suburban,0,Single,College,Unemployed,NILL
BM28359,Oregon,Urban,0,Single,High School or Below,Employed,"$33,818.00 "
DV36320,California,Urban,1,Married,High School or Below,Employed,"$80,991.00 "
VQ57815,Oregon,Rural,0,Married,Doctor,Employed,"$61,246.00 "
MM50888,Arizona,Urban,1,Married,High School or Below,Employed,"$34,317.00 "
EE34821,California,Suburban,1,Single,Bachelor,Unemployed,NILL
HX77930,Washington,Urban,1,Married,College,Employed,"$49,532.00 "
XB97091,Arizona,Urban,1,Married,High School or Below,Employed,"$53,602.00 "
FI93397,Oregon,Suburban,1,Single,Bachelor,Unemployed,NILL
CD95333,California,Rural,0,Single,Bachelor,Employed,"$20,920.00 "
EB93628,Oregon,Suburban,1,Divorced,High School or Below,Unemployed,NILL
ZE49470,California,Urban,1,Single,Master,Employed,"$76,194.00 "
BJ53923,Arizona,Rural,0,Married,High School or Below,Employed,"$51,978.00 "
ZX68434,California,Suburban,1,Divorced,Doctor,Unemployed,NILL
NG15645,California,Rural,1,Married,Master,Employed,"$27,382.00 "
CD26907,California,Suburban,0,Single,Bachelor,Unemployed,NILL
WO39817,Oregon,Rural,0,Divorced,High School or Below,Employed,"$37,043.00 "
ZC69696,Arizona,Suburban,1,Divorced,College,Employed,"$74,560.00 "
GH48715,Arizona,Rural,1,Single,High School or Below,Employed,"$77,912.00 "
GF12712,California,Suburban,1,Divorced,High School or Below,Employed,"$40,672.00 "
HR92775,California,Urban,1,Single,College,Employed,"$91,774.00 "
WV57524,Oregon,Suburban,1,Married,College,Employed,"$35,482.00 "
TM24806,Oregon,Suburban,0,Single,College,Retired,"$13,528.00 "
LK49091,California,Rural,1,Married,Bachelor,Employed,"$62,650.00 "
ZB62469,California,Suburban,0,Single,High School or Below,Unemployed,NILL
OY44814,Arizona,Suburban,0,Single,High School or Below,Unemployed,NILL
QK69627,Washington,Urban,1,Married,High School or Below,Employed,"$75,264.00 "
XQ51968,California,Suburban,0,Single,High School or Below,Unemployed,NILL
SM54927,Washington,Rural,1,Married,Bachelor,Unemployed,NILL
VO25938,Oregon,Suburban,0,Married,Bachelor,Employed,"$25,998.00 "
UA84837,Arizona,Suburban,0,Divorced,College,Employed,"$24,065.00 "
WH77063,Arizona,Suburban,1,Married,High School or Below,Employed,"$74,163.00 "
KM52241,Arizona,Rural,1,Married,High School or Below,Unemployed,NILL
QC93181,California,Suburban,1,Single,College,Retired,"$13,663.00 "
KU54022,Nevada,Suburban,1,Married,High School or Below,Disabled,"$12,762.00 "
NI17718,California,Suburban,1,Single,High School or Below,Unemployed,NILL
CZ35936,California,Urban,1,Single,High School or Below,Employed,"$54,094.00 "
LN11802,California,Suburban,0,Married,Master,Unemployed,NILL
AD33971,California,Suburban,0,Married,Doctor,Unemployed,NILL
JP88955,Oregon,Urban,0,Single,High School or Below,Employed,"$30,525.00 "
QT13680,California,Suburban,0,Married,High School or Below,Employed,"$25,385.00 "
UI99818,Oregon,Rural,1,Married,College,Employed,"$75,648.00 "
PP40919,California,Suburban,1,Single,College,Unemployed,NILL
MU23938,Oregon,Rural,0,Single,Bachelor,Employed,"$45,259.00 "
SC78905,Oregon,Suburban,1,Married,College,Unemployed,NILL
UF27940,Washington,Suburban,1,Married,College,Employed,"$47,199.00 "
EO56466,Oregon,Suburban,0,Married,College,Medical Leave,"$22,070.00 "
ED87136,Arizona,Suburban,0,Single,High School or Below,Unemployed,NILL
TK30357,California,Rural,1,Divorced,Bachelor,Employed,"$90,844.00 "
ZD13262,Oregon,Urban,1,Married,High School or Below,Employed,"$68,563.00 "
QZ70160,Nevada,Suburban,1,Married,College,Medical Leave,"$26,222.00 "
SZ94413,California,Urban,0,Married,High School or Below,Employed,"$30,706.00 "
FN66189,Oregon,Rural,1,Married,College,Employed,"$84,376.00 "
XK49057,California,Suburban,0,Single,High School or Below,Employed,"$31,196.00 "
VO25412,Washington,Rural,1,Married,Master,Employed,"$37,520.00 "
LM97847,California,Urban,0,Single,College,Employed,"$57,023.00 "
RX13282,Oregon,Suburban,0,Divorced,Bachelor,Retired,"$14,973.00 "
UE67791,Arizona,Suburban,0,Single,College,Unemployed,NILL
CI27304,California,Urban,0,Married,College,Employed,"$40,269.00 "
PE72696,California,Suburban,0,Divorced,College,Employed,"$68,025.00 "
UX94928,Arizona,Suburban,0,Single,High School or Below,Employed,"$50,941.00 "
QP65569,Arizona,Suburban,0,Single,High School or Below,Employed,"$57,449.00 "
HP68848,Arizona,Suburban,1,Married,High School or Below,Employed,"$53,792.00 "
BC48076,Washington,Suburban,1,Married,Master,Employed,"$48,689.00 "
JA55700,California,Suburban,0,Single,High School or Below,Employed,"$25,927.00 "
MO82744,California,Urban,1,Divorced,Bachelor,Employed,"$45,586.00 "
TW12556,Oregon,Urban,1,Married,High School or Below,Employed,"$58,577.00 "
IJ33473,California,Suburban,1,Single,Bachelor,Unemployed,NILL
FZ44411,Arizona,Suburban,0,Married,Bachelor,Unemployed,NILL
GV41938,California,Suburban,1,Married,High School or Below,Unemployed,NILL
VO87785,Arizona,Suburban,1,Divorced,College,Employed,"$26,480.00 "
ZO14864,Washington,Urban,1,Divorced,Master,Employed,"$42,526.00 "
AJ89107,Arizona,Suburban,0,Married,High School or Below,Employed,"$27,072.00 "
BE31382,Oregon,Suburban,1,Married,College,Unemployed,NILL
AV49798,Arizona,Rural,0,Married,College,Employed,"$94,263.00 "
RV92809,California,Suburban,0,Married,College,Medical Leave,"$22,520.00 "
PV48046,California,Suburban,0,Divorced,Master,Employed,"$39,722.00 "
FM12425,California,Suburban,0,Divorced,College,Employed,"$26,488.00 "
DA69469,Oregon,Rural,1,Married,College,Employed,"$36,068.00 "
No35621,Arizona,Suburban,0,Single,Bachelor,Employed,"$49,746.00 "
UU84036,California,Urban,0,Married,High School or Below,Employed,"$59,597.00 "
DY69629,Oregon,Suburban,1,Divorced,College,Employed,"$21,604.00 "
MT35297,Oregon,Suburban,1,Married,High School or Below,Employed,"$43,460.00 "
AX56708,California,Suburban,0,Divorced,High School or Below,Retired,"$20,862.00 "
RN71166,Oregon,Rural,1,Married,High School or Below,Employed,"$88,081.00 "
DH34004,California,Suburban,0,Married,College,Unemployed,NILL
RF44930,California,Rural,0,Married,College,Employed,"$52,679.00 "
WK64739,Arizona,Suburban,1,Divorced,Bachelor,Disabled,"$19,864.00 "
JL71713,California,Urban,1,Married,Bachelor,Employed,"$89,113.00 "
IM15403,California,Urban,0,Divorced,College,Employed,"$44,980.00 "
CD55111,California,Rural,0,Married,Master,Employed,"$73,359.00 "
MB12747,Nevada,Rural,0,Married,Bachelor,Employed,"$31,930.00 "
IS95117,Arizona,Rural,1,Married,College,Employed,"$35,301.00 "
SI31035,Arizona,Suburban,0,Married,Doctor,Employed,"$59,601.00 "
BV33510,Arizona,Suburban,1,Married,High School or Below,Employed,"$24,631.00 "
HW19141,Oregon,Urban,1,Married,Bachelor,Employed,"$65,773.00 "
CX22458,California,Rural,0,Single,Master,Employed,"$37,722.00 "
NC99948,Nevada,Suburban,0,Single,College,Unemployed,NILL
AN36757,Oregon,Urban,0,Married,Master,Employed,"$66,851.00 "
MB63131,Oregon,Suburban,1,Married,Bachelor,Unemployed,NILL
VV57998,California,Suburban,0,Single,Bachelor,Unemployed,NILL
FW44940,California,Suburban,1,Divorced,Bachelor,Disabled,"$21,139.00 "
KD63903,Arizona,Suburban,0,Married,College,Unemployed,NILL
WF53890,Arizona,Urban,1,Divorced,Bachelor,Employed,"$39,854.00 "
PD30266,California,Urban,1,Married,College,Employed,"$73,809.00 "
LS17120,California,Urban,0,Single,Bachelor,Employed,"$56,869.00 "
KI55845,Oregon,Suburban,1,Married,College,Employed,"$55,588.00 "
OY47486,California,Rural,0,Single,College,Employed,"$71,960.00 "
Y167826,California,Suburban,0,Single,College,Unemployed,NILL
GI14815,Washington,Suburban,0,Married,College,Employed,"$55,800.00 "
SN27401,Washington,Suburban,0,Single,High School or Below,Unemployed,NILL
LR92373,Nevada,Urban,1,Divorced,Bachelor,Employed,"$53,444.00 "
TM23788,California,Suburban,0,Divorced,High School or Below,Unemployed,NILL
UH76090,California,Suburban,1,Single,Bachelor,Unemployed,NILL
SA88518,Oregon,Rural,1,Married,College,Employed,"$50,296.00 "
QS83113,Oregon,Suburban,0,Married,Bachelor,Employed,"$30,735.00 "
CF15086,California,Rural,0,Married,College,Employed,"$76,375.00 "
QU93024,California,Suburban,0,Single,Bachelor,Unemployed,NILL
YI89801,California,Suburban,1,Single,High School or Below,Employed,"$49,304.00 "
TF77410,Arizona,Suburban,0,Single,College,Employed,"$74,730.00 "
LA78882,California,Suburban,0,Single,Bachelor,Unemployed,NILL
YH94097,Washington,Suburban,0,Married,College,Unemployed,NILL
VP84987,California,Suburban,0,Divorced,College,Unemployed,NILL
PJ54354,California,Suburban,0,Married,Bachelor,Unemployed,NILL
PV39600,California,Suburban,0,Divorced,Bachelor,Employed,"$24,285.00 "
TG60853,Nevada,Suburban,1,Married,Doctor,Unemployed,NILL
LT72149,Nevada,Suburban,0,Married,High School or Below,Unemployed,NILL
AR99766,Nevada,Rural,1,Single,Bachelor,Employed,"$82,534.00 "
GR90142,Oregon,Suburban,1,Married,College,Employed,"$94,903.00 "
JM59803,California,Urban,0,Divorced,Doctor,Employed,"$61,776.00 "
FZ89300,California,Urban,1,Single,Bachelor,Employed,"$69,555.00 "
ET79528,California,Rural,0,Married,College,Employed,"$23,008.00 "
WK99918,Oregon,Suburban,0,Married,Doctor,Employed,"$57,709.00 "
PS47550,California,Suburban,1,Married,High School or Below,Employed,"$80,237.00 "
HS97484,California,Suburban,1,Divorced,College,Unemployed,NILL
YA17061,Nevada,Suburban,1,Married,High School or Below,Medical Leave,"$17,162.00 "
OW31837,California,Rural,1,Married,Bachelor,Employed,"$74,028.00 "
FD75102,California,Rural,1,Divorced,College,Disabled,"$27,982.00 "
BC53546,Oregon,Suburban,0,Divorced,Bachelor,Employed,"$35,396.00 "
QO70290,California,Rural,0,Married,Bachelor,Employed,"$52,408.00 "
QB26845,Oregon,Suburban,0,Single,Bachelor,Unemployed,NILL
ML29312,Oregon,Suburban,1,Divorced,High School or Below,Disabled,"$16,969.00 "
WM36886,California,Rural,0,Divorced,Master,Employed,"$88,997.00 "
DL36983,Oregon,Suburban,1,Divorced,High School or Below,Employed,"$23,791.00 "
LS98306,Nevada,Suburban,0,Divorced,High School or Below,Employed,"$64,113.00 "
EL88957,California,Suburban,0,Married,College,Unemployed,NILL
ML23548,Arizona,Suburban,1,Married,Doctor,Employed,"$27,458.00 "
PD36660,California,Urban,1,Married,High School or Below,Employed,"$95,850.00 "
IA15979,Washington,Urban,0,Single,College,Employed,"$40,598.00 "
NM22175,Oregon,Suburban,0,Married,College,Unemployed,NILL
BL93659,California,Suburban,0,Married,Bachelor,Unemployed,NILL
UF13251,Oregon,Suburban,0,Married,High School or Below,Employed,"$26,032.00 "
CX58204,Nevada,Suburban,1,Married,High School or Below,Disabled,"$13,050.00 "
WH36754,Oregon,Urban,1,Divorced,College,Employed,"$32,775.00 "
NJ55678,Arizona,Urban,1,Married,Bachelor,Employed,"$64,543.00 "
VM77872,California,Suburban,0,Single,High School or Below,Unemployed,NILL
QW21219,California,Suburban,1,Divorced,High School or Below,Unemployed,NILL
SZ16483,Arizona,Suburban,1,Married,High School or Below,Employed,"$79,583.00 "
DB16336,Nevada,Suburban,1,Divorced,College,Unemployed,NILL
TE31876,California,Suburban,1,Married,High School or Below,Employed,"$41,004.00 "
ML93326,Washington,Urban,1,Married,College,Employed,"$84,903.00 "
NE13752,Arizona,Urban,0,Married,Bachelor,Employed,"$56,021.00 "
FL82372,Oregon,Suburban,1,Divorced,College,Employed,"$22,547.00 "
KI18648,Arizona,Suburban,1,Divorced,Bachelor,Employed,"$60,662.00 "
UF32671,Washington,Suburban,1,Single,College,Employed,"$57,338.00 "
BU59722,Washington,Suburban,0,Married,High School or Below,Unemployed,NILL
XR82418,California,Rural,0,Married,Bachelor,Employed,"$86,305.00 "
MQ73697,Nevada,Urban,1,Married,College,Employed,"$68,727.00 "
LW50691,Nevada,Rural,1,Divorced,College,Employed,"$96,269.00 "
HO29524,California,Rural,0,Married,College,Employed,"$68,205.00 "
UA50747,Washington,Urban,1,Married,High School or Below,Employed,"$62,262.00 "
TU33850,Washington,Suburban,1,Married,Bachelor,Medical Leave,"$16,764.00 "
QD85803,California,Urban,1,Married,Bachelor,Employed,"$30,374.00 "
WX16395,California,Suburban,0,Married,College,Unemployed,NILL
PK26805,California,Suburban,0,Married,High School or Below,Employed,"$20,371.00 "
YZ19736,Arizona,Suburban,0,Married,College,Employed,"$46,900.00 "
HS45195,California,Suburban,0,Single,High School or Below,Unemployed,NILL
FO78512,California,Rural,0,Married,Master,Employed,"$41,775.00 "
EO95783,Arizona,Rural,0,Divorced,High School or Below,Employed,"$84,178.00 "
IA90990,California,Suburban,1,Single,High School or Below,Unemployed,NILL
TI14001,California,Urban,0,Single,College,Employed,"$60,920.00 "
NZ15548,Oregon,Suburban,0,Married,Bachelor,Employed,"$41,833.00 "
PR31509,Nevada,Suburban,0,Married,Bachelor,Unemployed,NILL
LU86185,California,Suburban,1,Single,Master,Unemployed,NILL
UU93074,California,Suburban,0,Married,College,Employed,"$32,435.00 "
ZS96174,Oregon,Suburban,0,Single,College,Medical Leave,"$17,937.00 "
VM51572,Washington,Suburban,0,Married,Bachelor,Employed,"$54,289.00 "
AD63766,Oregon,Suburban,0,Married,Bachelor,Unemployed,NILL
QI89498,Oregon,Suburban,1,Single,College,Unemployed,NILL
BJ26599,Oregon,Suburban,0,Single,Bachelor,Retired,"$20,263.00 "
WM64930,Oregon,Suburban,0,Married,College,Medical Leave,"$12,811.00 "
GN45013,Oregon,Suburban,0,Married,High School or Below,Medical Leave,"$29,664.00 "
FX57380,California,Urban,1,Divorced,Bachelor,Employed,"$39,854.00 "
ZM31116,Arizona,Suburban,0,Married,Doctor,Employed,"$63,688.00 "
WC72942,Oregon,Rural,0,Married,High School or Below,Employed,"$66,169.00 "
LR49944,Nevada,Rural,1,Married,Doctor,Employed,"$35,159.00 "
LU89008,Arizona,Suburban,1,Single,College,Unemployed,NILL
PU42145,California,Suburban,0,Divorced,Bachelor,Medical Leave,"$14,072.00 "
FS19862,Arizona,Suburban,1,Married,Bachelor,Disabled,"$25,198.00 "
BB41401,Arizona,Suburban,0,Single,High School or Below,Employed,"$26,876.00 "
XZ45224,Oregon,Suburban,1,Divorced,College,Employed,"$38,961.00 "
WD38315,California,Suburban,0,Single,College,Unemployed,NILL
EE49066,Oregon,Suburban,1,Married,High School or Below,Employed,"$62,365.00 "
BI27443,Arizona,Urban,1,Divorced,College,Employed,"$36,428.00 "
QJ90136,California,Suburban,1,Divorced,High School or Below,Employed,"$28,363.00 "
FX55357,Arizona,Suburban,0,Single,College,Employed,"$44,804.00 "
AH41449,Nevada,Rural,0,Married,College,Employed,"$24,666.00 "
WU14435,California,Suburban,0,Married,Bachelor,Disabled,"$18,174.00 "
ZY49833,California,Urban,1,Married,Bachelor,Employed,"$87,020.00 "
CR57148,Oregon,Rural,1,Married,Master,Employed,"$47,945.00 "
GD59796,Nevada,Suburban,1,Single,College,Employed,"$53,243.00 "
IM90123,California,Suburban,1,Married,Bachelor,Employed,"$59,797.00 "
OS11465,Oregon,Suburban,0,Married,High School or Below,Employed,"$79,153.00 "
JR62870,California,Urban,0,Single,High School or Below,Employed,"$41,438.00 "
SY86059,California,Suburban,1,Married,High School or Below,Unemployed,NILL
AY40674,Washington,Suburban,1,Married,Bachelor,Employed,"$26,583.00 "
MN94234,California,Suburban,0,Married,High School or Below,Unemployed,NILL
RE46783,California,Suburban,1,Single,Bachelor,Employed,"$69,379.00 "
KD21661,California,Suburban,0,Single,College,Unemployed,NILL
TW11712,Arizona,Suburban,0,Single,Master,Employed,"$32,906.00 "
FF94341,Nevada,Suburban,1,Divorced,Bachelor,Employed,"$92,456.00 "
TP10619,California,Suburban,1,Married,High School or Below,Medical Leave,"$26,660.00 "
AO87348,Washington,Suburban,0,Single,College,Unemployed,NILL
DE37110,California,Rural,0,Single,Master,Employed,"$42,532.00 "
CA96568,Oregon,Suburban,0,Married,College,Unemployed,NILL
CP27565,Oregon,Suburban,0,Single,Bachelor,Employed,"$44,428.00 "
WQ54314,Oregon,Suburban,1,Married,Bachelor,Employed,"$56,455.00 "
PJ84431,California,Suburban,0,Married,High School or Below,Employed,"$91,512.00 "
MW40110,California,Suburban,0,Single,Bachelor,Unemployed,NILL
XI16714,Arizona,Suburban,1,Single,High School or Below,Unemployed,NILL
DR77208,California,Rural,0,Married,Bachelor,Unemployed,NILL
MQ64736,Washington,Suburban,1,Single,Bachelor,Medical Leave,"$12,287.00 "
MT78037,California,Suburban,0,Divorced,High School or Below,Employed,"$55,964.00 "
DW62043,Oregon,Suburban,1,Divorced,College,Employed,"$30,216.00 "
TY27229,Arizona,Rural,0,Married,Bachelor,Employed,"$85,942.00 "
HG51739,Oregon,Suburban,1,Single,College,Unemployed,NILL
OI74902,California,Suburban,1,Divorced,College,Retired,"$15,630.00 "
JG84729,Arizona,Suburban,1,Single,College,Unemployed,NILL
EL70257,California,Suburban,1,Divorced,High School or Below,Employed,"$48,315.00 "
PB90912,California,Suburban,0,Married,High School or Below,Employed,"$70,833.00 "
DZ89536,Oregon,Urban,0,Married,Master,Employed,"$60,244.00 "
RO16377,Oregon,Suburban,0,Married,High School or Below,Employed,"$59,821.00 "
ZB87718,Arizona,Suburban,1,Divorced,College,Unemployed,NILL
UH93563,California,Suburban,0,Married,College,Employed,"$42,871.00 "
QD38160,Oregon,Suburban,0,Single,College,Unemployed,NILL
VU32116,Oregon,Suburban,1,Single,College,Unemployed,NILL
MQ15074,Washington,Suburban,0,Married,High School or Below,Employed,"$28,082.00 "
LH53046,Nevada,Urban,1,Single,High School or Below,Employed,"$69,186.00 "
FI11096,Arizona,Suburban,1,Single,High School or Below,Unemployed,NILL
FH14955,California,Suburban,0,Single,College,Unemployed,NILL
FZ29605,California,Suburban,0,Single,College,Unemployed,NILL
KL98495,Nevada,Suburban,0,Married,College,Unemployed,NILL
KM33477,Oregon,Suburban,0,Single,College,Employed,"$21,733.00 "
WL67313,California,Suburban,1,Single,College,Unemployed,NILL
SE47384,California,Suburban,1,Married,Bachelor,Employed,"$94,230.00 "
CP87192,California,Urban,1,Married,College,Medical Leave,"$23,843.00 "
IU95336,Arizona,Suburban,0,Married,High School or Below,Employed,"$24,350.00 "
ZG88784,Oregon,Suburban,0,Divorced,College,Employed,"$52,796.00 "
FX78218,California,Rural,0,Married,Doctor,Employed,"$45,855.00 "
CB64729,Nevada,Suburban,0,Single,Bachelor,Employed,"$20,215.00 "
TS98462,Washington,Rural,1,Married,High School or Below,Employed,"$78,494.00 "
VZ64716,Oregon,Rural,0,Married,Master,Employed,"$81,081.00 "
PJ86059,Oregon,Suburban,1,Divorced,High School or Below,Employed,"$83,460.00 "
YY71144,Oregon,Suburban,0,Married,College,Employed,"$83,846.00 "
MK19833,Arizona,Suburban,0,Married,College,Disabled,"$15,383.00 "
JP30654,Oregon,Suburban,1,Single,College,Employed,"$48,412.00 "
NM88660,Nevada,Rural,0,Single,Master,Employed,"$49,080.00 "
IB41597,California,Urban,1,Married,College,Employed,"$67,575.00 "
EL81968,Oregon,Urban,0,Married,Bachelor,Employed,"$66,726.00 "
ZL68596,Arizona,Rural,0,Married,Master,Employed,"$53,228.00 "
